,length,score
70693,1032,0
70694,1424,2
70695,365,0
70696,1548,0
70697,585,5
70698,820,0
70699,185,2
70700,725,0
70701,270,1
70702,230,2
70703,302,3
70704,117,0
70705,234,0
70706,917,0
70707,531,0
70708,2118,1
70709,890,0
70710,236,0
70711,159,3
70712,253,0
70713,779,2
70714,156,5
70715,485,1
70716,111,0
70717,80,1
70718,376,0
70719,216,1
70720,79,0
70721,1658,1
70722,936,1
70723,97,1
70724,218,2
70725,207,0
70726,2039,0
70727,1234,2
70728,1302,1
70729,631,0
70730,2250,1
70731,896,3
70732,847,0
70733,1907,0
70734,2824,0
70735,327,0
70736,1023,0
70737,549,1
70738,231,0
70739,1832,0
70740,170,0
70741,4242,6
70742,458,1
70743,376,1
70744,228,2
70745,167,0
70746,245,1
70747,334,3
70748,1411,0
70749,1129,2
70750,1326,28
70751,898,4
70752,64,3
70753,427,0
70754,693,0
70755,1152,0
70756,90,0
70757,913,0
70758,7373,3
70759,851,2
70760,593,0
70761,1114,2
70762,149,1
70763,265,-1
70764,656,1
70765,601,3
70766,1964,1
70767,621,1
70768,444,0
70769,210,0
70770,142,0
70771,1933,1
70772,577,-2
70773,574,1
70774,581,0
70775,183,4
70776,455,2
70777,61,6
70778,753,0
70779,578,0
70780,51,2
70781,662,0
70782,108,0
70783,675,2
70784,692,0
70785,367,0
70786,221,1
70787,368,5
70788,1374,1
70789,1370,0
70790,871,0
70791,245,0
70792,681,1
70793,435,1
70794,341,1
70795,1295,1
70796,102,6
70797,207,4
70798,974,2
70799,1015,15
70800,1756,0
70801,602,0
70802,821,5
70803,262,1
70804,198,0
70805,1284,3
70806,410,0
70807,350,1
70808,295,0
70809,82,2
70810,343,1
70811,1210,0
70812,714,2
70813,161,0
70814,203,0
70815,262,2
70816,10543,2
70817,1208,0
70818,166,-1
70819,531,0
70820,688,-1
70821,353,1
70822,143,3
70823,1602,1
70824,190,1
70825,333,1
70826,236,-1
70827,454,0
70828,78,1
70829,151,0
70830,800,2
70831,493,-1
70832,1322,3
70833,304,4
70834,398,0
70835,706,2
70836,441,8
70837,709,0
70838,2103,2
70839,941,11
70840,1458,5
70841,2021,3
70842,1155,7
70843,161,0
70844,611,2
70845,181,1
70846,1060,1
70847,1109,0
70848,372,0
70849,666,1
70850,434,-1
70851,1508,1
70852,1191,1
70853,633,0
70854,449,0
70855,399,0
70856,980,1
70857,569,1
70858,381,2
70859,511,0
70860,1639,6
70861,330,0
70862,216,0
70863,160,1
70864,2435,9
70865,675,2
70866,247,0
70867,265,0
70868,256,63
70869,1580,2
70870,423,3
70871,165,0
70872,283,3
70873,180,0
70874,1769,2
70875,856,3
70876,222,0
70877,899,2
70878,707,0
70879,78,1
70880,173,-1
70881,465,1
70882,2028,10
70883,326,1
70884,3280,2
70885,746,1
70886,1110,2
70887,226,1
70888,734,0
70889,1469,1
70890,568,1
70891,872,4
70892,705,0
70893,351,3
70894,257,0
70895,874,0
70896,363,0
70897,267,1
70898,666,0
70899,788,9
70900,292,0
70901,744,0
70902,442,22
70903,1305,3
70904,766,0
70905,363,0
70906,822,1
70907,1176,0
70908,402,0
70909,1258,1
70910,679,1
70911,390,0
70912,473,2
70913,1118,0
70914,1096,0
70915,949,0
70916,566,1
70917,1284,0
70918,1949,4
70919,718,0
70920,555,3
70921,1761,1
70922,750,0
70923,100,22
70924,166,0
70925,4730,0
70926,751,1
70927,2132,0
70928,367,1
70929,415,2
70930,125,0
70931,387,3
70932,187,0
70933,223,0
70934,1213,0
70935,379,0
70936,992,0
70937,1242,-3
70938,444,0
70939,1666,1
70940,460,2
70941,144,2
70942,1253,5
70943,1009,1
70944,656,0
70945,266,5
70946,357,2
70947,239,0
70948,908,0
70949,421,11
70950,620,0
70951,1426,1
70952,702,7
70953,1549,1
70954,1044,3
70955,1137,0
70956,1850,14
70957,3350,0
70958,718,4
70959,2080,2
70960,834,2
70961,423,1
70962,232,5
70963,874,0
70964,1147,0
70965,1270,0
70966,867,2
70967,807,1
70968,4297,0
70969,273,0
70970,276,3
70971,3144,1
70972,1364,-1
70973,683,6
70974,405,0
70975,98,0
70976,2294,3
70977,1039,0
70978,274,0
70979,2587,1
70980,180,4
70981,1756,1
70982,1469,0
70983,721,6
70984,101,1
70985,738,0
70986,953,2
70987,885,0
70988,532,4
70989,549,0
70990,397,1
70991,532,0
70992,1306,0
70993,937,0
70994,488,0
70995,498,0
70996,187,0
70997,316,1
70998,1786,2
70999,430,9
71000,1135,0
71001,549,0
71002,974,1
71003,470,1
71004,157,1
71005,57,1
71006,139,2
71007,523,0
71008,1304,5
71009,196,3
71010,1794,0
71011,243,1
71012,461,0
71013,744,2
71014,218,2
71015,700,0
71016,276,0
71017,744,1
71018,383,2
71019,1827,1
71020,1301,22
71021,1310,1
71022,175,0
71023,176,2
71024,437,3
71025,1419,0
71026,573,0
71027,326,2
71028,605,1
71029,1179,2
71030,256,5
71031,190,1
71032,750,1
71033,511,0
71034,739,0
71035,593,0
71036,110,0
71037,1528,0
71038,377,0
71039,352,0
71040,293,4
71041,3139,0
71042,824,14
71043,633,0
71044,586,0
71045,1094,1
71046,413,1
71047,157,13
71048,146,0
71049,1748,2
71050,1228,3
71051,127,0
71052,690,2
71053,1653,0
71054,915,0
71055,318,2
71056,1760,2
71057,598,0
71058,976,0
71059,914,1
71060,226,1
71061,609,2
71062,328,0
71063,1395,0
71064,6696,3
71065,544,2
71066,644,2
71067,534,0
71068,140,0
71069,413,1
71070,1912,0
71071,786,6
71072,628,1
71073,1503,2
71074,1601,0
71075,863,4
71076,219,3
71077,742,1
71078,239,0
71079,319,1
71080,549,1
71081,432,1
71082,180,0
71083,87,2
71084,637,0
71085,161,0
71086,1568,1
71087,979,7
71088,616,0
71089,675,0
71090,604,7
71091,121,3
71092,324,0
71093,461,1
71094,561,1
71095,474,0
71096,2578,1
71097,2015,0
71098,1450,1
71099,673,0
71100,370,1
71101,112,6
71102,786,0
71103,444,0
71104,408,0
71105,1700,1
71106,613,1
71107,1758,0
71108,293,-1
71109,1418,0
71110,765,224
71111,675,0
71112,482,2
71113,1021,1
71114,1969,0
71115,593,2
71116,660,0
71117,276,23
71118,107,1
71119,312,1
71120,201,0
71121,613,1
71122,536,1
71123,1490,23
71124,294,1
71125,248,0
71126,110,2
71127,3879,0
71128,242,1
71129,1320,4
71130,247,0
71131,346,10
71132,2898,9
71133,467,2
71134,1529,0
71135,485,0
71136,2730,0
71137,186,0
71138,1086,1
71139,216,0
71140,556,3
71141,319,1
71142,388,0
71143,529,0
71144,880,1
71145,383,0
71146,366,1
71147,196,2
71148,1005,1
71149,439,3
71150,77,14
71151,752,0
71152,1604,10
71153,307,0
71154,522,1
71155,178,0
71156,2563,1
71157,688,0
71158,393,1
71159,373,0
71160,533,3
71161,1906,0
71162,310,0
71163,1799,1
71164,1171,0
71165,1010,4
71166,396,1
71167,1200,0
71168,225,0
71169,297,0
71170,1559,11
71171,1611,1
71172,444,1
71173,3180,1
71174,1383,0
71175,1118,0
71176,213,0
71177,3922,0
71178,2667,0
71179,694,1
71180,291,1
71181,430,0
71182,1999,0
71183,523,1
71184,209,4
71185,207,0
71186,178,0
71187,450,1
71188,260,0
71189,799,19
71190,647,1
71191,194,2
71192,2552,4
71193,1056,2
71194,1271,2
71195,470,3
71196,1192,2
71197,308,0
71198,4986,2
71199,153,2
71200,572,0
71201,639,1
71202,498,0
71203,752,0
71204,210,0
71205,127,0
71206,227,0
71207,3740,2
71208,104,1
71209,285,5
71210,496,1
71211,264,0
71212,620,1
71213,138,2
71214,874,0
71215,856,0
71216,310,0
71217,573,1
71218,498,0
71219,346,0
71220,2729,0
71221,615,0
71222,920,1
71223,362,0
71224,1895,1
71225,827,0
71226,279,0
71227,616,0
71228,88,2
71229,470,0
71230,744,0
71231,1034,1
71232,528,0
71233,470,2
71234,203,0
71235,1910,0
71236,670,2
71237,239,1
71238,134,21
71239,782,3
71240,1565,2
71241,754,5
71242,546,1
71243,478,1
71244,270,4
71245,155,0
71246,571,1
71247,218,0
71248,384,0
71249,338,5
71250,213,0
71251,142,1
71252,920,1
71253,193,4
71254,84,3
71255,524,5
71256,302,1
71257,244,0
71258,688,3
71259,152,1
71260,616,0
71261,202,2
71262,1910,2
71263,788,1
71264,1404,0
71265,734,0
71266,412,0
71267,896,0
71268,109,0
71269,443,3
71270,515,4
71271,458,0
71272,1045,0
71273,578,2
71274,1055,0
71275,1651,4
71276,432,0
71277,566,0
71278,753,0
71279,2437,0
71280,699,0
71281,305,1
71282,581,0
71283,900,0
71284,638,1
71285,602,0
71286,1070,1
71287,462,1
71288,1047,0
71289,586,15
71290,389,0
71291,260,2
71292,499,1
71293,226,0
71294,655,5
71295,395,0
71296,248,-1
71297,1160,0
71298,729,2
71299,1868,1
71300,9674,0
71301,1856,0
71302,529,2
71303,176,2
71304,1097,0
71305,979,2
71306,218,0
71307,567,5
71308,392,2
71309,3229,1
71310,1428,0
71311,2390,-1
71312,274,0
71313,188,0
71314,2247,2
71315,582,0
71316,953,3
71317,665,0
71318,394,0
71319,1712,1
71320,1435,3
71321,684,1
71322,1201,1
71323,794,1
71324,424,1
71325,294,2
71326,1182,0
71327,888,5
71328,675,0
71329,871,0
71330,328,2
71331,284,1
71332,1155,0
71333,296,1
71334,2252,1
71335,195,0
71336,395,1
71337,397,66
71338,468,0
71339,983,0
71340,513,4
71341,243,1
71342,1029,0
71343,1512,8
71344,1507,0
71345,2750,2
71346,368,1
71347,2453,1
71348,709,11
71349,847,0
71350,212,3
71351,1266,1
71352,367,1
71353,817,-1
71354,654,0
71355,1028,0
71356,1491,0
71357,1481,9
71358,463,0
71359,356,0
71360,2529,2
71361,1623,-1
71362,2113,1
71363,556,0
71364,850,2
71365,323,18
71366,459,4
71367,456,9
71368,1392,2
71369,532,2
71370,690,6
71371,425,5
71372,587,1
71373,217,1
71374,328,0
71375,470,0
71376,361,2
71377,771,3
71378,1260,0
71379,413,1
71380,511,1
71381,119,2
71382,489,0
71383,895,0
71384,311,0
71385,476,1
71386,269,0
71387,486,4
71388,350,4
71389,256,0
71390,599,1
71391,443,0
71392,812,0
71393,263,0
71394,1523,0
71395,881,0
71396,196,5
71397,531,0
71398,955,0
71399,83,4
71400,264,1
71401,2029,0
71402,2443,3
71403,423,0
71404,691,1
71405,1664,1
71406,884,2
71407,141,0
71408,599,0
71409,179,0
71410,118,0
71411,39,1
71412,1401,0
71413,2666,2
71414,151,3
71415,3335,0
71416,559,1
71417,280,-1
71418,692,6
71419,384,5
71420,269,0
71421,332,1
71422,274,0
71423,174,3
71424,334,0
71425,296,1
71426,1070,0
71427,840,0
71428,119,0
71429,575,2
71430,108,0
71431,295,0
71432,2009,17
71433,425,1
71434,770,1
71435,284,6
71436,1149,6
71437,287,0
71438,4635,1
71439,1592,13
71440,423,0
71441,1884,1
71442,248,3
71443,2516,1
71444,243,1
71445,1512,5
71446,2588,0
71447,1825,8
71448,3375,7
71449,300,0
71450,1107,0
71451,603,3
71452,293,0
71453,894,2
71454,397,2
71455,350,4
71456,434,1
71457,264,2
71458,356,0
71459,596,1
71460,210,0
71461,225,0
71462,488,-1
71463,200,4
71464,1035,1
71465,2544,0
71466,371,0
71467,147,0
71468,133,2
71469,391,0
71470,213,0
71471,2974,2
71472,1178,1
71473,861,0
71474,590,0
71475,394,0
71476,381,0
71477,797,0
71478,617,0
71479,281,2
71480,4702,4
71481,1257,0
71482,473,1
71483,315,10
71484,877,0
71485,629,0
71486,260,1
71487,895,4
71488,1876,0
71489,1044,0
71490,999,19
71491,763,1
71492,460,3
71493,246,1
71494,294,0
71495,1557,1
71496,74,0
71497,1078,0
71498,736,0
71499,162,1
71500,344,0
71501,594,0
71502,3843,0
71503,297,1
71504,745,1
71505,175,0
71506,259,1
71507,1552,15
71508,1048,0
71509,419,0
71510,213,1
71511,223,1
71512,468,6
71513,2442,0
71514,1577,1
71515,324,1
71516,305,0
71517,247,1
71518,93,0
71519,2416,0
71520,675,2
71521,825,2
71522,155,4
71523,5084,0
71524,656,2
71525,640,0
71526,387,0
71527,306,4
71528,1124,1
71529,699,12
71530,1349,0
71531,909,6
71532,3281,1
71533,366,2
71534,593,0
71535,2720,3
71536,706,2
71537,2878,2
71538,907,0
71539,1315,8
71540,364,0
71541,2208,1
71542,1220,11
71543,170,0
71544,1019,0
71545,292,3
71546,392,8
71547,785,1
71548,878,1
71549,3636,0
71550,1296,0
71551,362,8
71552,232,0
71553,252,0
71554,306,-5
71555,520,2
71556,582,2
71557,573,2
71558,432,1
71559,1172,45
71560,398,0
71561,312,2
71562,826,0
71563,247,0
71564,910,1
71565,775,0
71566,1191,1
71567,388,0
71568,1413,1
71569,1204,1
71570,256,1
71571,393,1
71572,527,2
71573,735,1
71574,1386,1
71575,882,1
71576,2694,8
71577,597,1
71578,264,3
71579,389,0
71580,418,1
71581,480,2
71582,247,4
71583,1571,2
71584,1638,1
71585,629,3
71586,1493,32
71587,2192,46
71588,987,0
71589,646,10
71590,95,0
71591,395,0
71592,466,1
71593,303,2
71594,1273,4
71595,535,0
71596,340,1
71597,258,0
71598,630,0
71599,1188,1
71600,275,2
71601,566,1
71602,785,3
71603,1101,0
71604,621,1
71605,314,4
71606,270,1
71607,1806,16
71608,180,0
71609,4305,2
71610,237,3
71611,310,0
71612,290,2
71613,574,0
71614,153,0
71615,268,3
71616,80,5
71617,351,1
71618,813,6
71619,828,5
71620,1673,1
71621,557,5
71622,555,1
71623,3584,2
71624,601,8
71625,354,1
71626,524,1
71627,2012,0
71628,576,3
71629,853,-1
71630,252,0
71631,301,1
71632,698,0
71633,1335,2
71634,1129,2
71635,395,0
71636,593,0
71637,1781,1
71638,672,8
71639,751,0
71640,588,1
71641,534,2
71642,746,0
71643,1290,2
71644,695,2
71645,1184,0
71646,605,7
71647,343,2
71648,354,0
71649,270,0
71650,329,64
71651,262,3
71652,994,0
71653,288,0
71654,1238,6
71655,866,5
71656,84,1
71657,2154,2
71658,261,1
71659,448,6
71660,192,2
71661,1052,1
71662,211,3
71663,540,0
71664,548,4
71665,443,4
71666,492,0
71667,348,0
71668,136,0
71669,2152,4
71670,536,1
71671,1132,0
71672,447,1
71673,716,0
71674,536,0
71675,500,2
71676,384,3
71677,859,0
71678,904,2
71679,521,27
71680,459,1
71681,612,0
71682,262,0
71683,816,0
71684,1575,0
71685,565,1
71686,674,1
71687,329,1
71688,1343,1
71689,442,-1
71690,721,0
71691,267,2
71692,828,1
71693,2444,0
71694,872,0
71695,656,0
71696,951,1
71697,1344,0
71698,278,0
71699,1176,4
71700,1513,2
71701,1065,7
71702,332,2
71703,1185,2
71704,581,0
71705,551,2
71706,946,1
71707,668,1
71708,421,0
71709,965,1
71710,1763,1
71711,1470,3
71712,344,0
71713,149,1
71714,324,0
71715,506,0
71716,1767,5
71717,1031,0
71718,760,0
71719,118,1
71720,493,2
71721,408,7
71722,488,0
71723,929,1
71724,567,1
71725,925,1
71726,1109,-4
71727,351,0
71728,208,1
71729,534,5
71730,232,0
71731,574,0
71732,354,1
71733,711,0
71734,647,0
71735,592,0
71736,198,0
71737,406,2
71738,2053,2
71739,1425,1
71740,144,1
71741,655,1
71742,652,1
71743,573,0
71744,460,1
71745,613,3
71746,1613,0
71747,578,0
71748,1339,20
71749,82,0
71750,142,0
71751,636,1
71752,106,-2
71753,119,0
71754,137,0
71755,800,0
71756,636,6
71757,170,3
71758,814,5
71759,134,2
71760,647,2
71761,158,4
71762,888,7
71763,135,0
71764,623,1
71765,655,559
71766,228,0
71767,754,1
71768,2896,2
71769,678,5
71770,286,1
71771,972,3
71772,449,4
71773,2219,7
71774,903,0
71775,965,1
71776,310,1
71777,835,1
71778,393,1
71779,99,2
71780,307,7
71781,291,0
71782,612,4
71783,441,35
71784,495,3
71785,217,1
71786,1168,0
71787,1137,1
71788,422,1
71789,458,2
71790,1207,1
71791,101,3
71792,377,0
71793,135,2
71794,5212,1
71795,3531,1
71796,2462,3
71797,350,0
71798,398,0
71799,382,2
71800,220,1
71801,385,0
71802,2290,3
71803,519,0
71804,1499,0
71805,1072,1
71806,1744,0
71807,364,8
71808,686,8
71809,514,1
71810,1333,0
71811,617,0
71812,1907,0
71813,936,-3
71814,186,0
71815,949,0
71816,187,1
71817,3591,1
71818,326,5
71819,749,2
71820,303,2
71821,1310,1
71822,196,3
71823,318,0
71824,861,0
71825,396,2
71826,1351,1
71827,331,1
71828,443,3
71829,2559,8
71830,1203,0
71831,1027,6
71832,783,2
71833,89,0
71834,423,1
71835,1040,0
71836,1153,0
71837,1305,1
71838,863,5
71839,712,3
71840,1175,0
71841,1085,1
71842,394,2
71843,336,0
71844,887,1
71845,126,2
71846,837,1
71847,411,2
71848,277,19
71849,589,1
71850,378,13
71851,1464,0
71852,445,-1
71853,380,1
71854,957,8
71855,166,2
71856,180,0
71857,1223,2
71858,1836,2
71859,163,2
71860,486,1
71861,594,0
71862,246,0
71863,306,-1
71864,580,1
71865,1981,4
71866,703,5
71867,848,7
71868,966,2
71869,436,0
71870,952,0
71871,2127,1
71872,1145,0
71873,501,0
71874,1000,0
71875,1441,5
71876,525,1
71877,763,0
71878,83,2
71879,608,0
71880,681,3
71881,895,15
71882,547,1
71883,1146,6
71884,195,0
71885,774,10
71886,1735,1
71887,1277,0
71888,2050,1
71889,325,0
71890,615,0
71891,179,1
71892,296,0
71893,354,3
71894,493,-5
71895,1086,0
71896,624,0
71897,780,1
71898,2484,1
71899,606,0
71900,637,0
71901,628,3
71902,278,2
71903,1080,1
71904,1093,0
71905,296,0
71906,1185,1
71907,1033,1
71908,100,2
71909,201,2
71910,115,1
71911,536,2
71912,264,0
71913,232,1
71914,2978,1
71915,337,0
71916,192,0
71917,2229,0
71918,226,1
71919,516,0
71920,414,2
71921,929,0
71922,182,0
71923,413,1
71924,91,0
71925,409,3
71926,271,0
71927,729,2
71928,123,0
71929,2247,4
71930,1630,27
71931,114,2
71932,246,-1
71933,336,12
71934,777,0
71935,275,4
71936,702,1
71937,313,0
71938,767,1
71939,574,1
71940,842,1
71941,563,0
71942,679,13
71943,356,0
71944,920,4
71945,378,0
71946,701,2
71947,908,1
71948,541,1
71949,1143,2
71950,311,1
71951,1502,2
71952,242,18
71953,973,0
71954,1170,1
71955,149,4
71956,278,1
71957,329,1
71958,128,4
71959,528,2
71960,217,2
71961,262,2
71962,1185,1
71963,91,6
71964,965,1
71965,365,2
71966,781,9
71967,261,2
71968,655,0
71969,567,0
71970,356,0
71971,220,1
71972,578,0
71973,1834,2
71974,731,0
71975,525,0
71976,703,3
71977,301,0
71978,125,0
71979,579,1
71980,46,0
71981,729,32
71982,1035,0
71983,1021,2
71984,381,1
71985,2751,1
71986,518,0
71987,314,0
71988,116,10
71989,293,3
71990,2347,4
71991,93,0
71992,432,9
71993,366,0
71994,117,2
71995,184,0
71996,667,2
71997,1460,1
71998,629,1
71999,577,1
72000,274,2
72001,563,73
72002,83,0
72003,702,1
72004,87,0
72005,567,2
72006,2965,3
72007,162,0
72008,285,0
72009,220,2
72010,2733,3
72011,435,6
72012,577,4
72013,1589,6
72014,1178,3
72015,1886,1
72016,261,0
72017,283,0
72018,184,0
72019,1012,0
72020,569,0
72021,240,4
72022,240,0
72023,515,2
72024,346,-1
72025,314,0
72026,168,1
72027,273,4
72028,156,0
72029,999,3
72030,3362,1
72031,2422,0
72032,280,4
72033,1436,1
72034,799,1
72035,381,0
72036,11228,1
72037,194,0
72038,1035,2
72039,1174,0
72040,1867,4
72041,674,4
72042,1770,1
72043,1888,1
72044,179,4
72045,596,0
72046,1407,0
72047,3984,0
72048,821,1
72049,2726,1
72050,491,3
72051,549,3
72052,1881,1
72053,350,10
72054,442,2
72055,229,2
72056,395,1
72057,3971,0
72058,118,1
72059,2320,4
72060,483,0
72061,1757,1
72062,515,2
72063,937,1
72064,1658,2
72065,596,2
72066,272,0
72067,957,0
72068,849,2
72069,823,0
72070,1623,0
72071,453,23
72072,347,1
72073,554,0
72074,242,0
72075,255,2
72076,1086,1
72077,519,2
72078,1099,124
72079,413,1
72080,303,0
72081,800,5
72082,1473,3
72083,569,0
72084,692,0
72085,316,0
72086,11074,2
72087,1792,0
72088,786,1
72089,258,2
72090,545,3
72091,390,0
72092,142,-1
72093,250,7
72094,1110,0
72095,618,1
72096,1727,1
72097,738,1
72098,489,0
72099,664,2
72100,111,1
72101,1558,3
72102,291,0
72103,554,1
72104,394,3
72105,1496,7
72106,568,1
72107,303,2
72108,559,2
72109,1458,4
72110,357,0
72111,396,-1
72112,479,0
72113,313,0
72114,299,1
72115,1467,0
72116,2424,5
72117,343,0
72118,594,2
72119,625,1
72120,943,21
72121,1676,1
72122,2073,1
72123,1013,8
72124,1536,2
72125,215,0
72126,646,3
72127,413,0
72128,999,0
72129,253,14
72130,65,-11
72131,419,0
72132,250,35
72133,2375,9
72134,1375,1
72135,960,1
72136,613,2
72137,449,0
72138,669,1
72139,809,0
72140,295,0
72141,1608,0
72142,209,1
72143,1097,1
72144,314,0
72145,3710,11
72146,105,-1
72147,689,0
72148,417,0
72149,926,0
72150,236,0
72151,954,1
72152,1106,1
72153,229,0
72154,255,1
72155,1062,0
72156,741,0
72157,1539,3
72158,670,1
72159,213,1
72160,831,12
72161,800,0
72162,1208,1
72163,1404,6
72164,642,4
72165,212,1
72166,241,1
72167,705,0
72168,335,0
72169,1185,1
72170,411,2
72171,1408,1
72172,1244,0
72173,558,1
72174,717,0
72175,2110,1
72176,1564,1
72177,1108,1
72178,639,2
72179,834,1
72180,1899,1
72181,1040,2
72182,759,2
72183,201,0
72184,580,1
72185,387,1
72186,696,1
72187,608,3
72188,499,2
72189,369,1
72190,663,0
72191,608,66
72192,862,15
72193,345,1
72194,906,9
72195,2745,0
72196,94,0
72197,1339,2
72198,213,0
72199,837,3
72200,145,1
72201,884,2
72202,71,1
72203,418,1
72204,480,0
72205,1280,0
72206,270,3
72207,684,0
72208,800,2
72209,435,1
72210,876,0
72211,529,3
72212,2825,6
72213,440,0
72214,567,1
72215,476,10
72216,1027,0
72217,2965,1
72218,267,0
72219,231,2
72220,1572,0
72221,535,0
72222,419,-1
72223,1533,1
72224,958,1
72225,375,-1
72226,502,-1
72227,496,0
72228,1986,0
72229,486,0
72230,218,1
72231,486,1
72232,653,0
72233,303,0
72234,363,-1
72235,1574,1
72236,1023,3
72237,276,0
72238,1354,0
72239,775,77
72240,1736,2
72241,222,0
72242,235,1
72243,520,3
72244,43,1
72245,270,0
72246,826,2
72247,277,2
72248,337,0
72249,611,2
72250,3390,0
72251,722,1
72252,1681,0
72253,334,1
72254,594,2
72255,2062,1
72256,470,1
72257,299,1
72258,233,3
72259,506,5
72260,405,3
72261,1111,1
72262,655,1
72263,254,3
72264,198,1
72265,587,0
72266,521,3
72267,319,0
72268,1258,1
72269,1171,5
72270,1148,2
72271,1240,2
72272,106,1
72273,409,0
72274,1600,4
72275,285,0
72276,1051,1
72277,1057,1
72278,206,0
72279,1600,1
72280,307,0
72281,616,1
72282,429,0
72283,983,35
72284,556,1
72285,78,0
72286,359,1
72287,545,3
72288,582,1
72289,234,1
72290,303,3
72291,383,1
72292,811,1
72293,278,0
72294,651,4
72295,307,0
72296,448,1
72297,211,5
72298,2386,6
72299,649,1
72300,910,1
72301,500,0
72302,87,-1
72303,357,0
72304,252,0
72305,2226,351
72306,1251,1
72307,1657,1
72308,1498,1
72309,300,1
72310,5190,5
72311,220,0
72312,103,0
72313,179,2
72314,781,1
72315,404,6
72316,1156,2
72317,801,1
72318,764,3
72319,293,0
72320,238,1
72321,1670,2
72322,4022,1
72323,312,0
72324,868,5
72325,53,119
72326,353,0
72327,110,0
72328,335,0
72329,514,0
72330,888,0
72331,331,1
72332,283,-2
72333,957,2
72334,892,7
72335,1228,18
72336,2899,0
72337,314,0
72338,700,2
72339,68,1
72340,308,2
72341,309,0
72342,953,2
72343,283,1
72344,637,0
72345,403,-1
72346,130,4
72347,903,0
72348,354,1
72349,741,1
72350,865,2
72351,189,4
72352,599,0
72353,1520,1
72354,588,9
72355,281,2
72356,470,3
72357,309,0
72358,334,2
72359,394,0
72360,814,1
72361,2963,10
72362,2482,0
72363,482,1
72364,590,0
72365,647,1
72366,962,2
72367,403,1
72368,467,6
72369,2153,4
72370,445,2
72371,233,2
72372,71,0
72373,1850,0
72374,128,86
72375,167,0
72376,994,1
72377,87,2
72378,73,0
72379,1512,0
72380,438,1
72381,1107,0
72382,1428,0
72383,296,5
72384,369,2
72385,1445,0
72386,867,1
72387,410,20
72388,828,0
72389,795,0
72390,407,7
72391,677,2
72392,380,0
72393,1030,2
72394,1682,1
72395,725,3
72396,219,0
72397,1967,4
72398,338,-1
72399,586,0
72400,810,0
72401,86,1
72402,404,1
72403,678,0
72404,662,4
72405,493,0
72406,1177,2
72407,662,1
72408,1009,0
72409,421,64
72410,1090,0
72411,375,1
72412,475,4
72413,157,0
72414,87,0
72415,761,1
72416,843,0
72417,2081,7
72418,1442,2
72419,121,-1
72420,502,2
72421,187,1
72422,1158,4
72423,262,0
72424,542,1
72425,542,2
72426,80,5
72427,140,1
72428,1159,5
72429,1148,1
72430,713,0
72431,952,1
72432,1319,1
72433,1933,3
72434,3021,2
72435,181,0
72436,1152,2
72437,178,1
72438,627,2
72439,438,0
72440,155,1
72441,1836,5
72442,409,0
72443,2091,2
72444,1060,2
72445,106,3
72446,504,4
72447,289,0
72448,401,3
72449,267,-1
72450,804,0
72451,339,1
72452,615,0
72453,1604,2
72454,930,0
72455,827,1
72456,330,0
72457,187,1
72458,89,0
72459,355,3
72460,377,0
72461,241,0
72462,207,-1
72463,476,1
72464,579,0
72465,1015,0
72466,432,1
72467,663,2
72468,436,1
72469,473,2
72470,981,5
72471,389,1
72472,1203,1
72473,184,0
72474,224,1
72475,1061,3
72476,184,0
72477,453,0
72478,2661,1
72479,167,1
72480,445,0
72481,706,0
72482,1235,3
72483,678,1
72484,845,5
72485,618,1
72486,251,18
72487,607,0
72488,707,2
72489,2005,0
72490,815,1
72491,2882,0
72492,705,1
72493,366,0
72494,566,7
72495,410,0
72496,1250,1
72497,263,1
72498,739,1
72499,295,3
72500,350,4
72501,373,1
72502,118,0
72503,309,2
72504,142,8
72505,376,1
72506,989,3
72507,618,0
72508,80,3
72509,1067,3
72510,603,1
72511,213,0
72512,1050,0
72513,782,1
72514,350,0
72515,291,0
72516,576,0
72517,317,0
72518,207,1
72519,265,0
72520,1253,169
72521,5698,0
72522,2214,-1
72523,247,0
72524,236,1
72525,133,0
72526,885,0
72527,365,-1
72528,419,1
72529,435,1
72530,139,0
72531,494,14
72532,913,8
72533,401,1
72534,1132,1
72535,692,1
72536,1351,0
72537,168,0
72538,648,6
72539,313,4
72540,207,2
72541,544,1
72542,918,0
72543,1013,1
72544,760,6
72545,978,0
72546,325,0
72547,573,0
72548,146,0
72549,475,1
72550,499,0
72551,88,1
72552,674,2
72553,285,1
72554,262,1
72555,136,0
72556,423,2
72557,256,1
72558,310,5
72559,155,4
72560,122,0
72561,367,3
72562,386,0
72563,320,0
72564,1129,11
72565,362,0
72566,78,0
72567,2264,14
72568,409,0
72569,643,5
72570,118,1
72571,362,4
72572,651,0
72573,334,1
72574,414,1
72575,574,2
72576,307,3
72577,874,0
72578,415,4
72579,476,1
72580,627,2
72581,236,2
72582,1408,1
72583,570,0
72584,196,0
72585,155,1
72586,581,4
72587,242,1
72588,1233,6
72589,625,0
72590,296,3
72591,976,1
72592,932,15
72593,207,0
72594,234,0
72595,321,0
72596,1682,1
72597,270,6
72598,1282,1
72599,762,-1
72600,365,1
72601,514,2
72602,636,1
72603,364,0
72604,1457,25
72605,1101,3
72606,597,1
72607,836,0
72608,112,3
72609,603,3
72610,655,3
72611,1098,4
72612,2008,2
72613,1340,2
72614,907,1
72615,860,2
72616,819,2
