,length,score
27637,235,17
27638,225,0
27639,355,0
27640,474,1
27641,1332,0
27642,2684,14
27643,509,1
27644,1719,3
27645,1113,1
27646,2122,2
27647,440,2
27648,1108,0
27649,1182,0
27650,855,1
27651,533,0
27652,78,3
27653,326,3
27654,514,1
27655,1633,1
27656,405,1
27657,215,4
27658,1938,0
27659,247,0
27660,1091,19
27661,112,1
27662,178,3
27663,402,1
27664,510,14
27665,1433,2
27666,259,7
27667,168,4
27668,466,2
27669,683,1
27670,422,-1
27671,626,0
27672,1044,1
27673,544,0
27674,953,0
27675,77,0
27676,781,0
27677,912,0
27678,167,1
27679,206,2
27680,987,5
27681,649,2
27682,1005,0
27683,692,13
27684,415,1
27685,253,0
27686,364,1
27687,183,0
27688,695,0
27689,1847,24
27690,393,0
27691,373,0
27692,292,1
27693,339,1
27694,489,0
27695,254,0
27696,120,1
27697,276,0
27698,161,0
27699,2133,2
27700,99,1
27701,287,5
27702,273,2
27703,689,0
27704,803,3
27705,2676,0
27706,638,0
27707,806,3
27708,393,0
27709,322,2
27710,123,0
27711,1540,1
27712,1178,1
27713,750,0
27714,345,0
27715,327,2
27716,89,-1
27717,605,3
27718,688,0
27719,404,1
27720,372,4
27721,101,4
27722,331,2
27723,221,3
27724,493,0
27725,1108,1
27726,190,1
27727,2833,7
27728,800,1
27729,535,3
27730,695,0
27731,591,1
27732,52,0
27733,878,1
27734,335,1
27735,465,0
27736,227,0
27737,699,1
27738,366,0
27739,1198,2
27740,67,0
27741,969,0
27742,252,0
27743,458,1
27744,648,0
27745,162,1
27746,291,0
27747,108,0
27748,730,0
27749,150,1
27750,179,0
27751,962,3
27752,443,0
27753,1122,0
27754,234,0
27755,1127,0
27756,2250,0
27757,711,0
27758,197,0
27759,320,0
27760,956,2
27761,1019,0
27762,132,0
27763,404,0
27764,1601,0
27765,1767,0
27766,303,16
27767,234,2
27768,260,2
27769,648,1
27770,1166,7
27771,212,0
27772,133,1
27773,2372,1
27774,1690,2
27775,1296,3
27776,1243,8
27777,405,15
27778,2474,1
27779,460,0
27780,516,1
27781,365,0
27782,1145,1
27783,538,4
27784,1340,1
27785,137,0
27786,175,1
27787,1499,-1
27788,160,0
27789,868,0
27790,1367,0
27791,517,6
27792,133,0
27793,767,-3
27794,275,1
27795,1270,1
27796,410,3
27797,796,1
27798,1963,3
27799,339,1
27800,340,4
27801,449,1
27802,178,0
27803,662,0
27804,511,0
27805,495,1
27806,1426,5
27807,742,1
27808,216,4
27809,663,2
27810,1234,2
27811,261,0
27812,492,0
27813,243,2
27814,688,0
27815,1729,3
27816,548,1
27817,1474,4
27818,1662,0
27819,1010,4
27820,538,0
27821,1697,2
27822,411,3
27823,4985,2
27824,673,2
27825,291,1
27826,1971,4
27827,268,1
27828,444,3
27829,996,0
27830,221,0
27831,249,1
27832,491,1
27833,222,0
27834,1160,0
27835,1991,3
27836,152,0
27837,1115,1
27838,690,0
27839,273,0
27840,129,1
27841,200,0
27842,540,3
27843,2571,3
27844,357,6
27845,442,3
27846,1101,2
27847,222,1
27848,299,4
27849,652,1
27850,1603,0
27851,735,2
27852,411,17
27853,1118,0
27854,304,2
27855,826,1
27856,597,0
27857,530,1
27858,585,0
27859,70,11
27860,329,1
27861,2942,15
27862,180,0
27863,1910,1
27864,1135,1
27865,1563,1
27866,2623,0
27867,402,2
27868,1558,14
27869,181,1
27870,861,1
27871,1973,0
27872,234,0
27873,2362,1
27874,1489,0
27875,865,1
27876,847,2
27877,1121,0
27878,514,0
27879,2708,5
27880,176,0
27881,364,0
27882,232,0
27883,422,2
27884,449,0
27885,600,1
27886,1377,0
27887,703,0
27888,961,2
27889,302,2
27890,2103,19
27891,223,-1
27892,1268,3
27893,323,0
27894,927,0
27895,528,1
27896,236,2
27897,302,0
27898,353,1
27899,262,1
27900,1235,1
27901,442,-1
27902,217,0
27903,2284,0
27904,1297,2
27905,163,2
27906,757,2
27907,146,1
27908,2329,0
27909,694,1
27910,774,2
27911,415,0
27912,464,1
27913,476,2
27914,801,1
27915,405,2
27916,341,1
27917,551,3
27918,227,0
27919,2389,0
27920,1446,10
27921,4749,15
27922,922,2
27923,1173,0
27924,376,3
27925,855,1
27926,635,1
27927,275,3
27928,1621,0
27929,371,0
27930,194,1
27931,2112,1
27932,555,1
27933,299,0
27934,1289,1
27935,749,0
27936,149,0
27937,608,0
27938,239,2
27939,685,6
27940,880,0
27941,2334,4
27942,243,12
27943,153,2
27944,1331,0
27945,2959,1
27946,200,0
27947,228,0
27948,458,0
27949,1355,0
27950,601,2
27951,479,1
27952,850,5
27953,448,0
27954,820,1
27955,521,0
27956,326,0
27957,310,0
27958,1217,1
27959,498,-1
27960,1266,1
27961,2078,2
27962,659,7
27963,256,0
27964,1372,1
27965,467,0
27966,801,0
27967,460,2
27968,752,0
27969,162,0
27970,643,3
27971,158,0
27972,873,1
27973,174,0
27974,220,1
27975,605,0
27976,447,1
27977,151,0
27978,701,2
27979,1222,1
27980,351,0
27981,627,0
27982,491,-1
27983,687,1
27984,1992,1
27985,1991,0
27986,230,2
27987,482,1
27988,330,0
27989,1138,5
27990,645,-1
27991,189,1
27992,709,1
27993,347,2
27994,904,0
27995,525,1
27996,1013,0
27997,211,1
27998,820,9
27999,394,0
28000,763,3
28001,1044,2
28002,706,1
28003,373,0
28004,732,3
28005,157,-1
28006,114,0
28007,1402,2
28008,646,0
28009,463,1
28010,631,1
28011,214,1
28012,778,2
28013,663,25
28014,362,1
28015,1196,0
28016,707,23
28017,346,1
28018,1282,2
28019,2061,1
28020,950,1
28021,1321,1
28022,456,6
28023,846,1
28024,248,1
28025,786,3
28026,690,6
28027,381,6
28028,1060,2
28029,2452,2
28030,1504,5
28031,1052,1
28032,960,2
28033,237,0
28034,1800,0
28035,993,2
28036,1005,1
28037,1047,1
28038,1597,6
28039,1763,1
28040,931,1
28041,506,1
28042,150,0
28043,960,0
28044,409,1
28045,2822,1
28046,90,0
28047,225,0
28048,131,9
28049,2997,0
28050,773,24
28051,1609,1
28052,1131,4
28053,371,0
28054,291,1
28055,890,4
28056,468,0
28057,270,0
28058,652,6
28059,293,1
28060,662,0
28061,521,0
28062,474,0
28063,161,0
28064,178,0
28065,950,2
28066,766,3
28067,740,6
28068,456,1
28069,674,34
28070,257,1
28071,1624,1
28072,339,1
28073,661,9
28074,490,0
28075,433,2
28076,173,1
28077,244,0
28078,810,0
28079,519,7
28080,583,0
28081,453,1
28082,293,0
28083,1446,17
28084,496,1
28085,695,1
28086,514,0
28087,157,0
28088,353,3
28089,256,1
28090,664,3
28091,928,1
28092,198,1
28093,2291,3
28094,1973,1
28095,357,0
28096,455,1
28097,856,2
28098,1538,3
28099,429,5
28100,141,2
28101,581,0
28102,976,5
28103,1425,5
28104,301,1
28105,132,0
28106,577,1
28107,1180,0
28108,294,0
28109,1003,1
28110,534,3
28111,740,0
28112,534,0
28113,289,8
28114,146,0
28115,310,0
28116,636,4
28117,746,0
28118,582,0
28119,367,12
28120,568,8
28121,359,4
28122,1252,0
28123,89,0
28124,511,0
28125,2057,1
28126,425,1
28127,441,11
28128,1858,4
28129,715,4
28130,331,0
28131,268,4
28132,373,0
28133,853,15
28134,1238,2
28135,527,0
28136,575,0
28137,828,2
28138,333,1
28139,2329,15
28140,767,2
28141,97,0
28142,508,2
28143,399,1
28144,3184,2
28145,680,1
28146,1020,1
28147,212,1
28148,1508,4
28149,141,1
28150,1029,3
28151,1515,1
28152,137,0
28153,653,4
28154,497,1
28155,178,1
28156,391,1
28157,739,2
28158,1092,1
28159,1566,0
28160,585,3
28161,565,1
28162,964,0
28163,124,0
28164,161,0
28165,905,5
28166,330,0
28167,1599,3
28168,857,0
28169,953,0
28170,343,4
28171,269,0
28172,1100,1
28173,2980,0
28174,292,0
28175,593,110
28176,1495,1
28177,847,8
28178,779,5
28179,401,1
28180,781,0
28181,125,6
28182,690,0
28183,102,3
28184,463,1
28185,1168,3
28186,639,2
28187,232,1
28188,1006,34
28189,867,3
28190,1934,2
28191,319,2
28192,571,0
28193,1264,1
28194,121,2
28195,560,4
28196,503,1
28197,775,3
28198,757,0
28199,91,0
28200,1286,2
28201,628,0
28202,491,1
28203,1584,8
28204,986,3
28205,462,1
28206,423,0
28207,235,5
28208,468,4
28209,123,1
28210,1340,3
28211,599,0
28212,384,1
28213,188,2
28214,669,1
28215,1511,0
28216,1593,3
28217,1250,1
28218,903,1
28219,181,0
28220,1351,1
28221,1131,1
28222,1015,13
28223,261,0
28224,689,-1
28225,630,2
28226,274,1
28227,218,-2
28228,1110,3
28229,723,4
28230,1873,0
28231,270,1
28232,197,0
28233,1179,0
28234,240,0
28235,148,0
28236,962,2
28237,98,3
28238,115,0
28239,825,0
28240,44,2
28241,155,13
28242,981,1
28243,91,0
28244,462,1
28245,181,0
28246,97,0
28247,151,1
28248,184,-1
28249,334,0
28250,660,4
28251,1038,6
28252,549,0
28253,488,9
28254,409,0
28255,1167,1
28256,352,0
28257,357,0
28258,315,0
28259,818,2
28260,1845,1
28261,236,1
28262,1116,2
28263,1005,1
28264,667,0
28265,930,1
28266,419,0
28267,1202,-3
28268,384,1
28269,625,0
28270,503,2
28271,1094,1
28272,433,4
28273,513,2
28274,425,2
28275,564,0
28276,320,0
28277,2207,1
28278,425,2
28279,332,1
28280,4409,1
28281,260,0
28282,473,0
28283,652,0
28284,893,1
28285,562,3
28286,516,1
28287,428,3
28288,265,1
28289,1863,0
28290,1610,1
28291,1080,0
28292,603,0
28293,294,-4
28294,331,0
28295,489,2
28296,683,8
28297,203,0
28298,320,0
28299,454,2
28300,627,0
28301,804,1
28302,193,6
28303,2348,2
28304,688,11
28305,445,1
28306,627,0
28307,297,0
28308,228,0
28309,651,1
28310,2689,0
28311,561,0
28312,2066,1
28313,837,0
28314,250,2
28315,227,0
28316,462,1
28317,808,1
28318,582,0
28319,1994,0
28320,208,2
28321,198,5
28322,2366,3
28323,499,1
28324,533,0
28325,906,1
28326,421,3
28327,499,0
28328,384,0
28329,1710,0
28330,284,1
28331,2720,0
28332,1393,2
28333,141,1
28334,585,0
28335,724,13
28336,1309,17
28337,127,2
28338,898,3
28339,1043,1
28340,293,1
28341,416,3
28342,1013,0
28343,237,1
28344,652,9
28345,3219,5
28346,304,1
28347,462,1
28348,154,1
28349,253,0
28350,6403,3
28351,671,-1
28352,223,0
28353,814,0
28354,1251,0
28355,1188,-2
28356,970,0
28357,571,1
28358,155,3
28359,630,2
28360,267,0
28361,418,0
28362,709,0
28363,187,1
28364,543,0
28365,4286,7
28366,4565,2
28367,125,5
28368,798,2
28369,654,2
28370,225,0
28371,2681,5
28372,1021,7
28373,1183,1
28374,298,0
28375,506,0
28376,461,0
28377,992,0
28378,278,0
28379,194,1
28380,930,2
28381,163,0
28382,2274,1
28383,557,26
28384,44,2
28385,541,0
28386,738,1
28387,827,1
28388,365,2
28389,1737,3
28390,544,1
28391,509,1
28392,378,0
28393,1148,0
28394,260,3
28395,694,0
28396,552,0
28397,657,4
28398,211,2
28399,318,0
28400,2390,0
28401,358,0
28402,1426,1
28403,1028,0
28404,1385,0
28405,148,3
28406,1671,2
28407,281,0
28408,303,0
28409,186,17
28410,384,4
28411,807,2
28412,269,0
28413,275,2
28414,315,1
28415,458,0
28416,723,0
28417,155,0
28418,642,0
28419,150,1
28420,444,0
28421,1398,10
28422,1164,1
28423,230,0
28424,390,0
28425,927,4
28426,1113,3
28427,392,0
28428,320,2
28429,447,2
28430,91,5
28431,518,0
28432,1141,0
28433,446,2
28434,455,3
28435,795,1
28436,1370,2
28437,1392,7
28438,364,4
28439,2360,0
28440,953,1
28441,595,1
28442,2050,2
28443,595,2
28444,875,3
28445,789,4
28446,802,0
28447,571,0
28448,529,1
28449,1451,0
28450,674,0
28451,647,1
28452,1933,1
28453,804,1
28454,1670,0
28455,349,1
28456,517,0
28457,220,0
28458,518,0
28459,213,0
28460,1385,24
28461,251,0
28462,1578,-1
28463,87,-3
28464,512,0
28465,340,3
28466,255,0
28467,2230,1
28468,3338,1
28469,214,1
28470,319,1
28471,1705,1
28472,376,1
28473,751,1
28474,204,1
28475,978,1
28476,422,3
28477,155,0
28478,2287,3
28479,1167,1
28480,455,0
28481,1062,0
28482,124,3
28483,600,0
28484,736,1
28485,151,0
28486,427,4
28487,203,0
28488,189,0
28489,191,1
28490,323,3
28491,310,2
28492,1922,1
28493,707,0
28494,394,0
28495,919,0
28496,1501,0
28497,590,0
28498,358,1
28499,287,3
28500,1395,0
28501,356,0
28502,479,20
28503,4895,54
28504,999,1
28505,301,6
28506,340,0
28507,2740,11
28508,475,5
28509,1473,3
28510,3496,1
28511,1016,2
28512,8175,3
28513,164,2
28514,231,0
28515,3809,8
28516,625,1
28517,213,0
28518,407,-1
28519,234,4
28520,1114,0
28521,156,0
28522,1531,1
28523,541,0
28524,66,0
28525,1064,0
28526,1118,2
28527,467,0
28528,242,1
28529,794,0
28530,544,1
28531,2034,0
28532,1049,4
28533,1064,3
28534,191,2
28535,403,2
28536,881,4
28537,435,0
28538,159,91
28539,873,0
28540,1226,1
28541,734,9
28542,569,0
28543,280,0
28544,971,8
28545,334,0
28546,1116,1
28547,2245,0
28548,101,42
28549,330,0
28550,2439,0
28551,149,0
28552,116,3
28553,423,1
28554,268,0
28555,1189,7
28556,639,1
28557,192,-1
28558,89,0
28559,193,0
28560,234,-1
28561,543,4
28562,1807,4
28563,538,16
28564,726,0
28565,306,0
28566,292,3
28567,667,0
28568,608,2
28569,428,4
28570,553,0
28571,143,2
28572,627,3
28573,519,1
28574,382,0
28575,317,0
28576,65,1
28577,258,0
28578,351,0
28579,258,0
28580,1187,44
28581,403,1
28582,948,0
28583,296,0
28584,623,0
28585,458,1
28586,431,3
28587,332,6
28588,446,0
28589,411,0
28590,711,5
28591,260,6
28592,759,2
28593,2053,0
28594,827,1
28595,407,-1
28596,297,0
28597,265,0
28598,396,2
28599,2732,0
28600,429,0
28601,448,0
28602,710,3
28603,1906,0
28604,1015,2
28605,253,0
28606,278,0
28607,273,1
28608,747,2
28609,691,3
28610,2381,0
28611,570,5
28612,484,22
28613,193,4
28614,617,1
28615,893,0
28616,127,-2
28617,925,0
28618,1032,1
28619,820,2
28620,1071,5
28621,341,7
28622,93,0
28623,531,0
28624,1216,-1
28625,336,1
28626,2643,2
28627,1355,2
28628,1546,1
28629,433,0
28630,274,0
28631,2996,87
28632,460,10
28633,263,43
28634,334,0
28635,264,5
28636,145,5
28637,868,1
28638,152,1
28639,205,0
28640,435,14
28641,498,0
28642,626,1
28643,431,0
28644,512,0
28645,865,2
28646,76,4
28647,2515,0
28648,2535,3
28649,290,1
28650,2870,1
28651,411,0
28652,150,2
28653,1292,2
28654,872,0
28655,522,1
28656,435,28
28657,163,2
28658,708,1
28659,1215,1
28660,514,1
28661,264,0
28662,641,0
28663,442,2
28664,506,1
28665,476,0
28666,1878,1
28667,394,6
28668,698,0
28669,1349,3
28670,423,1
28671,155,0
28672,290,3
28673,197,0
28674,492,2
28675,2548,2
28676,262,1
28677,1515,0
28678,1195,1
28679,507,0
28680,114,1
28681,2948,2
28682,309,0
28683,1050,3
28684,2521,0
28685,176,1
28686,624,0
28687,372,1
28688,693,4
28689,297,2
28690,564,6
28691,1330,0
28692,526,-1
28693,335,0
28694,368,0
28695,2015,1
28696,787,2
28697,632,2
28698,827,0
28699,114,0
28700,619,1
28701,977,0
28702,229,0
28703,543,5
28704,150,0
28705,619,0
28706,1299,1
28707,2569,1
28708,685,3
28709,629,3
28710,540,3
28711,1581,1
28712,232,0
28713,6555,0
28714,730,7
28715,525,1
28716,724,-1
28717,2755,1
28718,891,0
28719,628,7
28720,560,0
28721,524,1
28722,317,4
28723,99,1
28724,225,1
28725,505,3
28726,513,0
28727,365,0
28728,167,1
28729,453,1
28730,363,3
28731,2575,2
28732,529,-1
28733,166,3
28734,2829,0
28735,339,1
28736,14862,1
28737,923,0
28738,280,2
28739,249,0
28740,356,3
28741,324,0
28742,1193,0
28743,1190,1
28744,229,0
28745,1212,2
28746,391,8
28747,664,3
28748,762,0
28749,353,1
28750,432,1
28751,1162,0
28752,378,1
28753,50,1
28754,718,0
28755,177,4
28756,890,2
28757,690,0
28758,268,24
28759,432,0
28760,473,2
28761,582,0
28762,352,1
28763,476,0
28764,3522,1
28765,604,0
28766,1481,1
28767,1447,0
28768,431,0
28769,380,0
28770,135,0
28771,605,1
28772,382,2
28773,946,1
28774,432,0
28775,1070,5
28776,1059,2
28777,341,3
28778,285,2
28779,180,1
28780,3579,1
28781,647,0
28782,685,1
28783,197,2
28784,641,6
28785,450,0
28786,574,0
28787,693,0
28788,441,2
28789,294,2
28790,136,2
28791,1682,6
28792,1131,0
28793,771,1
28794,315,0
28795,820,1
28796,125,0
28797,2339,0
28798,540,-1
28799,305,1
28800,480,0
28801,423,288
28802,474,2
28803,565,0
28804,279,1
28805,713,0
28806,977,0
28807,1162,0
28808,185,1
28809,187,2
28810,465,-1
28811,223,1
28812,1550,1
28813,652,0
28814,275,2
28815,1336,0
28816,311,0
28817,907,9
28818,2545,2
28819,853,1
28820,671,0
28821,106,0
28822,1557,4
28823,234,3
28824,475,1
28825,229,0
28826,461,2
28827,823,0
28828,1483,8
28829,397,1
28830,569,17
28831,3779,0
28832,601,5
28833,330,2
28834,422,-1
28835,491,0
28836,401,1
28837,1115,2
28838,426,0
28839,490,0
28840,1214,3
28841,457,11
28842,887,0
28843,1295,0
28844,410,0
28845,467,1
28846,995,0
28847,70,0
28848,584,0
28849,746,0
28850,2638,1
28851,515,1
28852,475,0
28853,404,0
28854,708,-1
28855,359,0
28856,82,3
28857,368,5
28858,1266,5
28859,529,0
28860,367,0
28861,119,0
28862,947,19
28863,3377,2
28864,2107,0
28865,4658,0
28866,1023,0
28867,832,1
28868,1579,1
28869,427,0
28870,757,0
28871,1835,3
28872,363,5
28873,1684,0
28874,319,1
28875,448,1
28876,377,3
28877,295,1
28878,1265,-2
28879,1952,1
28880,1723,4
28881,117,1
28882,608,1
28883,122,0
28884,836,4
28885,3537,2
28886,807,0
28887,86,0
28888,826,9
28889,949,2
28890,259,1
28891,288,1
28892,657,23
28893,124,2
28894,282,0
28895,518,4
28896,303,0
28897,413,1
28898,379,4
28899,335,0
28900,782,2
28901,319,3
28902,1076,3
28903,867,0
28904,713,14
28905,131,5
28906,6350,10
28907,822,7
28908,333,2
28909,695,2
28910,1154,0
28911,603,2
28912,433,0
28913,14080,1
28914,136,1
28915,1327,2
28916,1458,1
28917,1396,0
28918,682,1
28919,878,3
28920,545,0
28921,201,2
28922,995,1
28923,236,1
28924,654,0
28925,77,0
28926,221,6
28927,437,0
28928,995,4
28929,685,0
28930,2622,6
28931,299,0
28932,1289,0
28933,2749,0
28934,247,0
28935,349,0
28936,563,0
28937,1676,3
28938,619,3
28939,438,0
28940,229,1
28941,342,0
28942,637,1
28943,3053,1
28944,1980,1
28945,585,2
28946,1440,1
28947,386,0
28948,375,23
28949,357,2
28950,303,1
28951,2053,0
28952,655,0
28953,858,1
28954,207,1
28955,286,1
28956,177,1
28957,158,1
28958,1270,6
28959,1673,3
28960,260,1
28961,466,5
28962,330,1
28963,839,3
28964,415,0
28965,1258,5
28966,430,1
28967,376,0
28968,798,-1
28969,847,0
28970,1967,1
28971,2183,1
28972,129,0
28973,900,0
28974,380,2
28975,266,0
28976,2536,0
28977,569,2
28978,225,6
28979,738,0
28980,529,0
28981,338,-1
28982,361,4
28983,1708,1
28984,828,3
28985,294,0
28986,1798,1
28987,1513,1
28988,564,0
28989,1067,1
28990,295,1
28991,254,2
28992,321,2
28993,144,0
28994,1834,0
28995,397,0
28996,536,53
28997,343,1
28998,270,0
28999,665,0
29000,3706,2
29001,890,1
29002,503,0
29003,257,0
29004,2825,91
29005,2121,49
29006,419,2
29007,271,0
29008,251,1
29009,278,2
29010,651,1
29011,220,0
29012,542,0
29013,367,10
29014,195,0
29015,577,0
29016,721,6
29017,170,0
29018,492,0
29019,565,1
29020,3984,0
29021,113,0
29022,597,-1
29023,1114,2
29024,74,97
29025,1888,4
29026,1434,0
29027,2363,1
29028,662,0
29029,1223,1
29030,2371,4
29031,2011,3
29032,111,0
29033,512,0
29034,2223,4
29035,206,0
29036,287,1
29037,1020,3
29038,425,4
29039,469,7
29040,654,0
29041,723,0
29042,297,4
29043,1078,82
29044,1201,0
29045,296,13
29046,140,0
29047,1413,0
29048,1158,2
29049,329,1
29050,392,1
29051,1034,1
29052,3074,23
29053,157,1
29054,829,1
29055,562,1
29056,219,1
29057,902,2
29058,193,0
29059,92,0
29060,151,-1
29061,639,3
29062,564,0
29063,704,7
29064,153,-2
29065,204,2
29066,1968,8
29067,666,3
29068,138,3
29069,747,1
29070,1444,3
29071,138,1
29072,3129,-2
29073,104,4
29074,986,12
29075,47,11
29076,1278,1
29077,492,1
29078,164,1
29079,461,0
29080,803,1
29081,509,2
29082,233,0
29083,322,0
29084,2148,0
29085,740,0
29086,137,1
29087,144,1
29088,188,0
29089,397,0
29090,161,7
29091,1251,14
29092,132,0
29093,1438,3
29094,250,2
29095,601,0
29096,651,0
29097,234,0
29098,1252,0
29099,292,0
29100,455,0
29101,401,1
29102,1078,0
29103,222,2
29104,280,1
29105,1142,3
29106,664,1
29107,641,1
29108,294,1
29109,803,1
29110,199,2
29111,117,0
29112,233,1
29113,375,-1
29114,584,0
29115,503,1
29116,518,8
29117,424,9
29118,297,0
29119,121,14
29120,641,0
29121,957,0
29122,484,0
29123,628,0
29124,623,1
29125,1423,0
29126,612,1
29127,222,3
29128,164,5
29129,1385,3
29130,110,0
29131,211,1
29132,1006,1
29133,703,0
29134,526,10
29135,922,4
29136,159,0
29137,1071,13
29138,1495,4
29139,330,0
29140,353,4
29141,1303,7
29142,662,4
29143,307,0
29144,266,2
29145,1295,0
29146,204,1
29147,406,2
29148,241,1
29149,572,2
29150,3789,0
29151,4380,1
29152,212,-2
29153,293,0
29154,229,0
29155,456,0
29156,333,1
29157,7852,3
29158,560,0
29159,132,0
29160,1508,8
29161,876,2
29162,1317,1
29163,326,1
29164,259,2
29165,439,3
29166,707,9
29167,687,0
29168,401,4
29169,166,0
29170,286,1
29171,51,-4
29172,734,2
29173,433,1
29174,338,1
29175,700,1
29176,324,0
29177,101,3
29178,276,4
29179,1196,1
29180,1326,2
29181,88,0
29182,114,0
29183,341,3
29184,377,1
29185,1021,2
29186,193,6
29187,556,0
29188,381,2
29189,981,2
29190,446,2
29191,562,1
29192,499,1
29193,485,0
29194,375,0
29195,298,0
29196,797,1
29197,796,0
29198,1248,0
29199,436,1
29200,184,1
29201,580,0
29202,533,3
29203,675,1
29204,1087,1
29205,66,0
29206,2531,0
29207,3180,0
29208,494,0
29209,412,1
29210,113,0
29211,601,1
29212,401,2
29213,392,1
29214,368,1
29215,835,1
29216,1648,-1
29217,1465,1
29218,2803,6
29219,748,0
29220,268,1
29221,1615,9
29222,651,1
29223,522,0
29224,630,0
29225,164,10
29226,100,2
29227,2505,2
29228,517,1
29229,260,1
29230,1261,6
29231,303,2
29232,166,1
29233,423,7
29234,1186,0
29235,866,3
29236,328,1
29237,840,1
29238,1145,1
29239,566,1
29240,101,2
29241,86,1
29242,898,0
29243,581,0
29244,74,2
29245,403,0
29246,884,1
29247,1631,2
29248,6667,2
29249,495,2
29250,982,4
29251,754,0
29252,384,4
29253,79,0
29254,460,1
29255,1124,2
29256,1583,2
29257,935,0
29258,569,2
29259,373,0
29260,1170,0
29261,133,0
29262,203,1
29263,751,0
29264,389,3
29265,435,-1
29266,1032,0
29267,1242,8
29268,1478,2
29269,573,0
29270,652,0
29271,1083,2
29272,1036,4
29273,604,0
29274,345,0
29275,997,5
29276,1365,0
29277,549,0
29278,259,1
29279,184,0
29280,302,0
29281,393,2
29282,776,-1
29283,1249,0
29284,170,0
29285,990,0
29286,171,0
29287,157,0
29288,1219,10
29289,86,0
29290,256,2
29291,11417,0
29292,311,1
29293,330,0
29294,674,0
29295,285,2
29296,290,1
29297,405,0
29298,1106,0
29299,1200,1
29300,239,0
29301,343,0
29302,880,2
29303,1674,9
29304,2453,0
29305,712,0
29306,211,3
29307,160,4
29308,304,0
29309,1282,8
29310,131,1
29311,316,1
29312,196,1
29313,548,0
29314,569,1
29315,1129,0
29316,1578,0
29317,1171,0
29318,306,3
29319,269,0
29320,232,2
29321,1863,1
29322,1263,0
29323,1435,2
29324,1082,0
29325,656,-1
29326,631,1
29327,235,3
29328,169,2
29329,289,-1
29330,1252,1
29331,405,0
29332,3741,3
29333,792,30
29334,708,5
29335,475,1
29336,2037,0
29337,281,2
29338,583,2
29339,1007,4
29340,233,1
29341,1145,1
29342,474,0
29343,221,0
29344,2375,14
29345,528,1
29346,782,2
29347,482,9
29348,101,3
29349,2126,0
29350,626,0
29351,1148,0
29352,1646,1
29353,326,3
29354,172,2
29355,340,1
29356,411,0
29357,874,0
29358,225,0
29359,899,0
29360,1094,0
29361,317,0
29362,942,1
29363,528,2
29364,297,0
29365,718,1
29366,389,0
29367,324,1
29368,1561,3
29369,620,1
29370,2272,5
29371,223,1
29372,631,2
29373,1904,0
29374,1176,0
29375,409,1
29376,1081,0
29377,117,-3
29378,1020,1
29379,894,0
29380,381,0
29381,777,2
29382,2083,0
29383,244,0
29384,599,0
29385,903,0
29386,222,2
29387,1206,1
29388,892,0
29389,1073,6
29390,288,0
29391,340,1
29392,263,1
29393,683,0
29394,268,0
29395,2053,1
29396,419,2
29397,71,4
29398,1430,2
29399,232,2
29400,113,0
29401,444,3
29402,270,3
29403,410,0
29404,471,1
29405,846,1
29406,486,1
29407,224,0
29408,982,0
29409,105,4
29410,325,0
29411,863,1
29412,472,1
29413,1668,0
29414,1046,0
29415,1026,0
29416,312,1
29417,194,0
29418,727,2
29419,746,0
29420,1096,1
29421,483,-1
29422,331,1
29423,563,3
29424,324,1
29425,447,0
29426,256,2
29427,391,1
29428,352,0
29429,708,1
29430,398,1
29431,5637,1
29432,745,0
29433,280,0
29434,236,0
29435,2183,9
29436,158,0
29437,288,14
29438,762,3
29439,959,0
29440,643,6
29441,1453,12
29442,667,1
29443,147,-1
29444,1649,9
29445,1101,1
29446,548,4
29447,370,1
29448,1174,0
29449,335,0
29450,1391,0
29451,835,2
29452,601,0
29453,431,1
29454,1089,0
29455,494,0
29456,4223,1
29457,211,0
29458,611,15
29459,759,0
29460,311,29
29461,1061,1
29462,277,0
29463,431,0
29464,1225,1
29465,400,1
29466,471,3
29467,492,0
29468,1527,1
29469,667,2
29470,1367,1
29471,609,3
29472,1557,2
29473,1860,1
29474,390,1
29475,757,1
29476,869,0
29477,429,1
29478,413,3
29479,734,0
29480,365,1
29481,832,0
29482,769,9
29483,1565,5
29484,228,3
29485,529,0
29486,80,1
29487,1047,4
29488,347,0
29489,95,0
29490,273,1
29491,1668,2
29492,763,2
29493,125,2
29494,746,0
29495,82,1
29496,1615,2
29497,1078,0
29498,1098,2
29499,497,0
29500,859,4
29501,86,-2
29502,95,1
29503,1941,1
29504,259,0
29505,1826,1
29506,307,0
29507,697,0
29508,209,0
29509,319,1
29510,180,0
29511,468,2
29512,286,1
29513,208,0
29514,653,1
29515,622,1
29516,388,4
29517,160,0
29518,1675,0
29519,381,7
29520,302,1
29521,963,2
29522,1785,1
29523,1734,2
29524,225,1
29525,313,0
29526,642,0
29527,1278,2
29528,1734,2
29529,177,0
29530,129,1
29531,236,0
29532,1780,2
29533,333,0
29534,1064,0
29535,403,1
29536,795,1
29537,342,2
29538,243,2
29539,2353,1
29540,244,48
29541,4716,13
29542,370,0
29543,1430,0
29544,638,0
29545,645,0
29546,1065,0
29547,467,1
29548,265,1
29549,976,1
29550,449,0
29551,408,0
29552,933,0
29553,1447,0
29554,393,0
29555,789,0
29556,290,1
29557,920,2
29558,488,1
29559,3665,0
29560,181,3
